id,name,category,workoutType,level,raceDistanceTags,surface,durationRangeMinutes,distanceRangeKm,intensityTarget,formulaHooks,safetyFlags,confidenceLabel
wkt_0359,4 x 12s Hill Sprints — 6-8% Grade v0359,Hill Sprints,neuromuscular-hill,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0360,4 x 12s Hill Sprints — 8-10% Grade,Hill Sprints,neuromuscular-hill,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0361,4 x 12s Hill Sprints — 8-10% Grade v0361,Hill Sprints,neuromuscular-hill,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0362,4 x 12s Hill Sprints — 8-10% Grade v0362,Hill Sprints,neuromuscular-hill,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0363,4 x 15s Hill Sprints — 4-6% Grade,Hill Sprints,neuromuscular-hill,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0364,4 x 15s Hill Sprints — 4-6% Grade v0364,Hill Sprints,neuromuscular-hill,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0365,4 x 15s Hill Sprints — 4-6% Grade v0365,Hill Sprints,neuromuscular-hill,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0366,5 x 30s Hill Repeats — 3-5%,Hill Repeats,hill-interval,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[42, 58]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0367,5 x 30s Hill Repeats — 3-5% v0367,Hill Repeats,hill-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[42, 58]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0368,5 x 30s Hill Repeats — 3-5% v0368,Hill Repeats,hill-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[42, 58]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0369,5 x 30s Hill Repeats — 5-7%,Hill Repeats,hill-interval,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[42, 58]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0370,5 x 30s Hill Repeats — 5-7% v0370,Hill Repeats,hill-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[42, 58]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0371,5 x 30s Hill Repeats — 5-7% v0371,Hill Repeats,hill-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[42, 58]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0372,5 x 30s Hill Repeats — rolling hill,Hill Repeats,hill-interval,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[42, 58]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0373,5 x 30s Hill Repeats — rolling hill v0373,Hill Repeats,hill-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[42, 58]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0374,5 x 30s Hill Repeats — rolling hill v0374,Hill Repeats,hill-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[42, 58]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0375,5 x 30s Hill Repeats — trail climb,Hill Repeats,hill-interval,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[42, 58]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0376,5 x 30s Hill Repeats — trail climb v0376,Hill Repeats,hill-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[42, 58]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0377,5 x 30s Hill Repeats — trail climb v0377,Hill Repeats,hill-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[42, 58]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0378,5 x 45s Hill Repeats — 3-5%,Hill Repeats,hill-interval,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[44, 59]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0379,5 x 45s Hill Repeats — 3-5% v0379,Hill Repeats,hill-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[44, 59]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0380,5 x 45s Hill Repeats — 3-5% v0380,Hill Repeats,hill-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[44, 59]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0381,5 x 45s Hill Repeats — 5-7%,Hill Repeats,hill-interval,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[44, 59]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0382,5 x 45s Hill Repeats — 5-7% v0382,Hill Repeats,hill-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[44, 59]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0383,5 x 45s Hill Repeats — 5-7% v0383,Hill Repeats,hill-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[44, 59]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0384,5 x 45s Hill Repeats — rolling hill,Hill Repeats,hill-interval,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[44, 59]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0385,5 x 45s Hill Repeats — rolling hill v0385,Hill Repeats,hill-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[44, 59]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0386,5 x 45s Hill Repeats — rolling hill v0386,Hill Repeats,hill-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[44, 59]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0387,5 x 45s Hill Repeats — trail climb,Hill Repeats,hill-interval,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[44, 59]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0388,5 x 45s Hill Repeats — trail climb v0388,Hill Repeats,hill-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[44, 59]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0389,5 x 45s Hill Repeats — trail climb v0389,Hill Repeats,hill-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[44, 59]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0390,5 x 60s Hill Repeats — 3-5%,Hill Repeats,hill-interval,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[45, 60]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0391,5 x 60s Hill Repeats — 3-5% v0391,Hill Repeats,hill-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[45, 60]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0392,5 x 60s Hill Repeats — 3-5% v0392,Hill Repeats,hill-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[45, 60]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0393,5 x 60s Hill Repeats — 5-7%,Hill Repeats,hill-interval,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[45, 60]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0394,5 x 60s Hill Repeats — 5-7% v0394,Hill Repeats,hill-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[45, 60]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0395,5 x 60s Hill Repeats — 5-7% v0395,Hill Repeats,hill-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[45, 60]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0396,5 x 60s Hill Repeats — rolling hill,Hill Repeats,hill-interval,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[45, 60]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0397,5 x 60s Hill Repeats — rolling hill v0397,Hill Repeats,hill-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[45, 60]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0398,5 x 60s Hill Repeats — rolling hill v0398,Hill Repeats,hill-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[45, 60]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0399,5 x 60s Hill Repeats — trail climb,Hill Repeats,hill-interval,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[45, 60]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0400,5 x 60s Hill Repeats — trail climb v0400,Hill Repeats,hill-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[45, 60]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0401,5 x 60s Hill Repeats — trail climb v0401,Hill Repeats,hill-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[45, 60]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0402,5 x 75s Hill Repeats — 3-5%,Hill Repeats,hill-interval,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[46, 61]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0403,5 x 75s Hill Repeats — 3-5% v0403,Hill Repeats,hill-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[46, 61]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0404,5 x 75s Hill Repeats — 3-5% v0404,Hill Repeats,hill-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[46, 61]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0405,5 x 75s Hill Repeats — 5-7%,Hill Repeats,hill-interval,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[46, 61]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0406,5 x 75s Hill Repeats — 5-7% v0406,Hill Repeats,hill-interval,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[46, 61]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0407,5 x 75s Hill Repeats — 5-7% v0407,Hill Repeats,hill-interval,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[46, 61]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
wkt_0408,5 x 75s Hill Repeats — rolling hill,Hill Repeats,hill-interval,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[46, 61]","[5.0, 14.0]",Effort-based Zone 4-5 / RPE 7-8,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGainImpact,highIntensity | hillCaution | requiresRecovery | notForInjuryPain,high
